country_code,country,measure,sex,age,frequency,time_period,value,units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2020,33.6,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2021,32.875,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2022,32.6,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2023,32.3,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2010,31.675,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2011,32.35,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2012,33.4,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2013,34.65,Units
DNK,Denmark,Inactivity rate,Male,15 years or over,Annual,2014,34.375,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2011,59.225,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2010,59.9,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2023,60.35,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2022,60.3,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2021,58.5,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2020,56.925,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2019,59.675,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2018,59.4,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2017,59.6,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2016,59.65,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2015,59.35,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2014,58.925,Units
GRC,Greece,Labour force participation rate,Total,From 15 to 74 years,Annual,2013,59.075,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2022,48.76129,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2023,49.92161,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2010,42.78393,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2011,42.60616,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2012,41.73673,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2013,42.42208,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2014,42.72728,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2015,42.69307,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2016,44.46036,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2017,44.6322,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2018,47.71796,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2019,49.36123,Units
JPN,Japan,Labour force participation rate,Total,From 15 to 24 years,Annual,2020,48.61814,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2017,3.8,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2018,3.941667,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2019,3.891667,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2020,3.9,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2021,3.583333,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2022,2.75,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2023,2.65,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2010,3.975,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2011,3.608333,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2012,3.383333,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2013,3.275,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2014,3.516667,Units
KOR,Korea,Unemployment rate,Male,15 years or over,Annual,2015,3.65,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2017,68.675,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2018,69.625,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2019,69.75,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2020,69.15,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2021,69.575,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2022,70.5,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2023,70.4,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2010,61.525,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2011,62.2,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2012,63.5,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2013,65.075,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2014,65.6,Units
CZE,Czechia,Labour force participation rate,Female,From 15 to 64 years,Annual,2015,66.475,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2016,19.175,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2015,18.6,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2014,18.125,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2013,18.725,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2012,21.75,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2011,22.725,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2010,23.925,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2023,24.325,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2022,23.425,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2021,21.25,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2020,20.225,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2019,21.35,Units
ITA,Italy,Employment rate,Male,From 15 to 24 years,Annual,2018,20.725,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2016,19.19583,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2017,19.37333,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2018,19.52833,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2019,20.29083,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2020,23.795,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2021,24.2875,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2022,23.515,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2023,23.3575,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2010,19.00917,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2011,18.47583,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2012,18.21583,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2013,18.83583,Units
COL,Colombia,Inactivity rate,Male,15 years or over,Annual,2014,18.86667,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2016,5.355235,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2017,4.967323,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2018,4.341704,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2019,4.361765,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2020,5.609369,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2021,5.75,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2022,4.225,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2023,4.375,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2010,4.33947,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2011,4.309083,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2012,4.513776,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2013,5.040119,Units
AUT,Austria,Unemployment rate,Female,From 25 to 54 years,Annual,2014,5.230105,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2017,91.25,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2018,91.275,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2019,91.275,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2020,91.175,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2021,90.925,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2022,91.5,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2023,92.175,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2010,89.825,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2011,90.275,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2012,90.575,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2013,90.875,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2014,90.8,Units
SWE,Sweden,Labour force participation rate,Total,From 25 to 54 years,Annual,2015,90.9,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2017,78.25,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2016,76.95,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2015,75.275,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2014,73.425,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2013,71.025,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2012,69.6,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2011,68.4,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2010,67.85,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2023,82.45,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2022,81.9,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2021,81.125,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2020,80.375,Units
HUN,Hungary,Labour force participation rate,Male,From 15 to 64 years,Annual,2019,80.05,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2011,82.15,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2010,81.9,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2023,88.6,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2022,87.925,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2021,87.55,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2020,85.8,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2019,85.525,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2018,84.5,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2017,84.125,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2016,83.9,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2015,83.7,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2014,83.525,Units
POL,Poland,Labour force participation rate,Total,From 25 to 54 years,Annual,2013,82.925,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2013,77.95,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2012,77.56667,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2011,77.03333,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2010,76.96667,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2023,81.66666,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2022,81.38333,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2021,79.11667,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2020,76.06667,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2019,80.025,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2018,79.19167,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2017,78.575,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2016,77.65,Units
CAN,Canada,Employment rate,Female,From 25 to 54 years,Annual,2015,77.64167,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2016,86.025,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2017,85.8,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2018,86.125,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2019,86.525,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2020,86.35,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2021,87.05,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2022,87.75,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2023,87.375,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2010,88.4,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2011,87.8,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2012,87.3,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2013,86.975,Units
DNK,Denmark,Labour force participation rate,Total,From 25 to 54 years,Annual,2014,86.4,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2011,37.825,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2010,36.425,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2023,40.0,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2022,39.625,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2021,41.375,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2020,40.925,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2019,39.95,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2018,39.95,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2017,40.025,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2016,40.175,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2015,40.2,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2014,39.875,Units
GRC,Greece,Inactivity rate,Male,15 years or over,Annual,2013,39.1,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2022,72.75,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2023,74.625,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2010,66.225,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2011,67.425,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2012,68.225,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2013,69.25,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2014,69.225,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2015,70.3,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2016,71.475,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2017,72.175,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2018,72.6,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2019,73.025,Units
CHE,Switzerland,Employment rate,Total,From 55 to 64 years,Annual,2020,73.5,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2016,82.175,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2015,82.175,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2014,82.01667,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2013,82.74167,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2012,82.475,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2011,82.16666,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2010,82.35833,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2023,85.50833,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2022,85.125,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2021,84.225,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2020,82.51667,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2019,83.80833,Units
CAN,Canada,Labour force participation rate,Female,From 25 to 54 years,Annual,2018,83.25833,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2016,8.506017,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2017,8.38762,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2018,7.995237,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2019,7.20228,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2020,6.700534,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2021,6.75,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2022,6.3,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2023,6.525,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2010,7.873145,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2011,8.019725,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2012,8.320544,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2013,8.654181,Units
FRA,France,Unemployment rate,Female,From 25 to 54 years,Annual,2014,8.681403,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2011,10.08618,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2010,10.08239,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2023,6.075,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2022,6.2,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2021,7.05,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2020,7.239949,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2019,6.828743,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2018,7.397993,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2017,8.275152,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2016,9.265783,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2015,10.19413,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2014,11.03355,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Total,From 15 to 74 years,Annual,2013,11.59485,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2017,65.675,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2018,66.2,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2019,66.1,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2020,64.55,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2021,64.15,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2022,65.9,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2023,66.975,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2010,61.35,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2011,62.6,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2012,63.0,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2013,63.275,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2014,63.775,Units
SWE,Sweden,Employment rate,Female,From 15 to 74 years,Annual,2015,64.45,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2017,10.7,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2018,10.375,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2019,9.875,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2020,10.3,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2021,9.525,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2022,9.8,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2023,9.8,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2010,8.175,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2011,8.7,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2012,9.85,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2013,10.375,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2014,10.25,Units
DNK,Denmark,Inactivity rate,Male,From 25 to 54 years,Annual,2015,9.75,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2022,55.425,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2023,55.725,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2010,49.825,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2011,51.05,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2012,51.15,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2013,52.075,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2014,52.575,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2015,53.35,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2016,54.2,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2017,54.975,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2018,55.4,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2019,55.175,Units
TUR,Türkiye,Labour force participation rate,Total,From 15 to 74 years,Annual,2020,51.45,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2022,90.29702,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2023,90.61084,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2010,84.13832,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2011,83.78517,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2012,82.9099,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2013,83.59023,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2014,84.87782,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2015,85.70818,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2016,86.54071,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2017,87.6627,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2018,88.59455,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2019,88.99298,Units
JPN,Japan,Labour force participation rate,Male,From 55 to 64 years,Annual,2020,89.74014,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2016,3.85,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2017,2.4,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2018,1.95,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2019,1.975,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2020,2.0,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2021,2.425,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2022,2.0,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2023,2.175,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2010,6.5,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2011,5.8,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2012,5.825,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2013,5.825,Units
CZE,Czechia,Unemployment rate,Total,From 55 to 64 years,Annual,2014,4.925,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2022,23.58725,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2021,24.69178,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2020,24.86827,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2019,23.95991,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2018,24.69977,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2017,25.02243,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2016,25.68915,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2015,26.31416,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2014,26.07224,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2013,26.12584,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2012,25.49814,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2011,25.34394,Units
USA,United States,Inactivity rate,Female,From 25 to 54 years,Annual,2010,24.78562,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2014,65.38333,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2013,65.10833,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2012,64.625,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2011,58.84768,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2010,57.95607,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2023,64.50833,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2022,64.0,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2021,61.85,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2020,62.56667,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2019,65.10833,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2018,65.48333,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2017,66.13333,Units
ISR,Israel,Employment rate,Male,15 years or over,Annual,2016,65.88333,Units
