country_code,country,isced,gender,age,piaac_category_code,piaac_category,indicator,year,value
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,4.1
AUS,Australia,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,5.7
AUS,Australia,Tertiary education,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,2.5
AUS,Australia,Tertiary education,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,1.5
AUS,Australia,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,1.5
AUS,Australia,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,2.2
AUS,Australia,All ISCED levels,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,1.4
AUS,Australia,All ISCED levels,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,1.0
AUS,Australia,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,1.6
AUS,Australia,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.3
AUS,Australia,Below upper secondary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,1.2
AUS,Australia,Below upper secondary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,1.7
AUS,Australia,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,2.3
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,1.0
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.9
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,2.4
AUS,Australia,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,3.7
AUS,Australia,Tertiary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,1.6
AUS,Australia,Tertiary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.8
AUS,Australia,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,0.8
AUS,Australia,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.0
AUS,Australia,All ISCED levels,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,0.7
AUS,Australia,All ISCED levels,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.6
AUS,Australia,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,0.9
AUS,Australia,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,3.5
AUS,Australia,Below upper secondary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,2.9
AUS,Australia,Below upper secondary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,2.5
AUS,Australia,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,6.9
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,3.9
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,2.0
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,1.8
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,3.7
AUS,Australia,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,5.2
AUS,Australia,Tertiary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,2.5
AUS,Australia,Tertiary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,1.3
AUS,Australia,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,1.4
AUS,Australia,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,2.1
AUS,Australia,All ISCED levels,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,1.2
AUS,Australia,All ISCED levels,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,0.9
AUS,Australia,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,1.4
AUS,Australia,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,2.5
AUS,Australia,Below upper secondary education,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,3.0
AUS,Australia,Below upper secondary education,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,3.5
AUS,Australia,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,9.4
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,3.0
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,2.0
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,1.9
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,4.7
AUS,Australia,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,4.2
AUS,Australia,Tertiary education,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,2.4
AUS,Australia,Tertiary education,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,1.5
AUS,Australia,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,1.7
AUS,Australia,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,1.6
AUS,Australia,All ISCED levels,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,1.1
AUS,Australia,All ISCED levels,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,1.0
AUS,Australia,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,1.7
AUS,Australia,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,1.2
AUS,Australia,Below upper secondary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,1.2
AUS,Australia,Below upper secondary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,1.9
AUS,Australia,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,1.5
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,1.0
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,1.1
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,2.3
AUS,Australia,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,2.2
AUS,Australia,Tertiary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,1.3
AUS,Australia,Tertiary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,0.8
AUS,Australia,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,1.0
AUS,Australia,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,0.8
AUS,Australia,All ISCED levels,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,0.6
AUS,Australia,All ISCED levels,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,0.6
AUS,Australia,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,0.9
AUS,Australia,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,2.4
AUS,Australia,Below upper secondary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,2.5
AUS,Australia,Below upper secondary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,3.2
AUS,Australia,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,8.0
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,3.3
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,2.0
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,1.7
AUS,Australia,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,4.6
AUS,Australia,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,4.0
AUS,Australia,Tertiary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,2.1
AUS,Australia,Tertiary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,1.3
AUS,Australia,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,1.4
AUS,Australia,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,1.5
AUS,Australia,All ISCED levels,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,1.0
AUS,Australia,All ISCED levels,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,0.9
AUS,Australia,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,1.7
AUT,Austria,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,3.5
AUT,Austria,Below upper secondary education,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,3.4
AUT,Austria,Below upper secondary education,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,4.6
AUT,Austria,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,2.9
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,1.5
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,1.4
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,3.4
AUT,Austria,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,8.6
AUT,Austria,Tertiary education,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,3.6
AUT,Austria,Tertiary education,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,1.9
AUT,Austria,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,2.4
AUT,Austria,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,2.2
AUT,Austria,All ISCED levels,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,1.4
AUT,Austria,All ISCED levels,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,1.3
AUT,Austria,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,1.9
AUT,Austria,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.9
AUT,Austria,Below upper secondary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,1.3
AUT,Austria,Below upper secondary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,1.6
AUT,Austria,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.1
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,0.7
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.7
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,1.6
AUT,Austria,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,
AUT,Austria,Tertiary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,1.7
AUT,Austria,Tertiary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.9
AUT,Austria,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,
AUT,Austria,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.0
AUT,Austria,All ISCED levels,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,0.6
AUT,Austria,All ISCED levels,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.5
AUT,Austria,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,1.2
AUT,Austria,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,3.4
AUT,Austria,Below upper secondary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,3.3
AUT,Austria,Below upper secondary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,4.8
AUT,Austria,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,2.7
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,1.5
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,1.3
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,2.8
AUT,Austria,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,9.1
AUT,Austria,Tertiary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,3.3
AUT,Austria,Tertiary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,1.7
AUT,Austria,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,2.3
AUT,Austria,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by literacy proficiency level ",2012,2.1
AUT,Austria,All ISCED levels,Total,25-64 years,L2,Level (2),"Inactivity rates, by literacy proficiency level ",2012,1.3
AUT,Austria,All ISCED levels,Total,25-64 years,L3,Level (3),"Inactivity rates, by literacy proficiency level ",2012,1.2
AUT,Austria,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by literacy proficiency level ",2012,1.6
AUT,Austria,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,3.6
AUT,Austria,Below upper secondary education,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,3.9
AUT,Austria,Below upper secondary education,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,5.2
AUT,Austria,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,3.6
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,1.7
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,1.5
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,2.3
AUT,Austria,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,9.9
AUT,Austria,Tertiary education,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,3.9
AUT,Austria,Tertiary education,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,2.0
AUT,Austria,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,2.0
AUT,Austria,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by numeracy proficiency level ",2012,2.4
AUT,Austria,All ISCED levels,Total,25-64 years,L2,Level (2),"Employment rates, by numeracy proficiency level ",2012,1.5
AUT,Austria,All ISCED levels,Total,25-64 years,L3,Level (3),"Employment rates, by numeracy proficiency level ",2012,1.1
AUT,Austria,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by numeracy proficiency level ",2012,1.5
AUT,Austria,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,1.8
AUT,Austria,Below upper secondary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,1.4
AUT,Austria,Below upper secondary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,1.8
AUT,Austria,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,1.3
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,0.7
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,0.7
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,1.2
AUT,Austria,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,
AUT,Austria,Tertiary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,1.6
AUT,Austria,Tertiary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,0.9
AUT,Austria,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,1.2
AUT,Austria,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by numeracy proficiency level ",2012,1.0
AUT,Austria,All ISCED levels,Total,25-64 years,L2,Level (2),"Share of unemployed, by numeracy proficiency level ",2012,0.6
AUT,Austria,All ISCED levels,Total,25-64 years,L3,Level (3),"Share of unemployed, by numeracy proficiency level ",2012,0.5
AUT,Austria,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by numeracy proficiency level ",2012,0.8
AUT,Austria,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,3.5
AUT,Austria,Below upper secondary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,3.8
AUT,Austria,Below upper secondary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,5.3
AUT,Austria,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,3.2
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,1.6
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,1.4
AUT,Austria,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,2.0
AUT,Austria,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,9.8
AUT,Austria,Tertiary education,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,3.5
AUT,Austria,Tertiary education,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,1.8
AUT,Austria,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,1.8
AUT,Austria,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Inactivity rates, by numeracy proficiency level ",2012,2.3
AUT,Austria,All ISCED levels,Total,25-64 years,L2,Level (2),"Inactivity rates, by numeracy proficiency level ",2012,1.3
AUT,Austria,All ISCED levels,Total,25-64 years,L3,Level (3),"Inactivity rates, by numeracy proficiency level ",2012,1.0
AUT,Austria,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Inactivity rates, by numeracy proficiency level ",2012,1.3
CAN,Canada,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,2.3
CAN,Canada,Below upper secondary education,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,3.3
CAN,Canada,Below upper secondary education,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,5.1
CAN,Canada,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,2.0
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,1.4
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,1.4
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,3.8
CAN,Canada,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,2.9
CAN,Canada,Tertiary education,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,1.5
CAN,Canada,Tertiary education,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,0.9
CAN,Canada,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,1.1
CAN,Canada,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Employment rates, by literacy proficiency level ",2012,1.3
CAN,Canada,All ISCED levels,Total,25-64 years,L2,Level (2),"Employment rates, by literacy proficiency level ",2012,0.9
CAN,Canada,All ISCED levels,Total,25-64 years,L3,Level (3),"Employment rates, by literacy proficiency level ",2012,0.7
CAN,Canada,All ISCED levels,Total,25-64 years,L4_5,Level (4/5),"Employment rates, by literacy proficiency level ",2012,1.1
CAN,Canada,Below upper secondary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.1
CAN,Canada,Below upper secondary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,1.5
CAN,Canada,Below upper secondary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,3.1
CAN,Canada,Below upper secondary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.1
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,0.7
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.6
CAN,Canada,Upper secondary education or post-secondary non-tertiary,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,2.0
CAN,Canada,Tertiary education,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,1.4
CAN,Canada,Tertiary education,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,0.7
CAN,Canada,Tertiary education,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.5
CAN,Canada,Tertiary education,Total,25-64 years,L4_5,Level (4/5),"Share of unemployed, by literacy proficiency level ",2012,0.6
CAN,Canada,All ISCED levels,Total,25-64 years,L0_1,Level (0/1),"Share of unemployed, by literacy proficiency level ",2012,0.7
CAN,Canada,All ISCED levels,Total,25-64 years,L2,Level (2),"Share of unemployed, by literacy proficiency level ",2012,0.4
CAN,Canada,All ISCED levels,Total,25-64 years,L3,Level (3),"Share of unemployed, by literacy proficiency level ",2012,0.4
