new_la_code,time_period,time_identifier,geographic_level,version,education_investment_area_flag,priority_area_flag,establishment_type,gender,variable,value
E06000015,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_att8,45.8
E06000015,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_att8,43.3
E10000007,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,46.2
E10000007,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,43.4
E10000007,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,49.3
E06000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,39.3
E06000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.2
E06000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,43.1
E10000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.2
E10000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,42.8
E10000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.6
E10000019,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,43.9
E10000019,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,49.9
E10000019,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,46.8
E10000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,42.9
E10000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,48.1
E10000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,45.4
E06000018,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_att8,42.6
E06000018,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_att8,39.7
E06000018,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_att8,45.7
E10000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,45.1
E10000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,50.1
E10000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,47.5
E06000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,50.8
E06000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,51.8
E06000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,51.3
E08000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.6
E08000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.9
E08000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.4
E08000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,40.6
E08000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,46.7
E08000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,43.6
E08000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,43.9
E08000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,41.4
E08000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,46.4
E06000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,44.7
E06000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,42.2
E06000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.2
E08000028,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_att8,44.4
E08000028,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_att8,42.2
E08000028,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_att8,40.3
E06000051,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.2
E06000051,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.5
E06000051,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,48.9
E08000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,45.7
E08000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.7
E08000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,47.6
E10000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,44.5
E10000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,41.8
E10000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.4
E06000021,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_att8,40.9
E06000021,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_att8,44.7
E06000021,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_att8,42.8
E06000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.0
E06000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,48.5
E06000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.2
E08000030,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_att8,42.1
E08000030,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_att8,46.1
E08000030,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_att8,44.0
E10000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.2
E10000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.3
E10000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,49.8
E08000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,41.1
E08000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.0
E08000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,45.1
E10000034,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.1
E10000034,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.3
E10000034,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.6
E06000055,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,45.2
E06000055,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,43.4
E06000055,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,47.1
E10000003,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,47.1
E10000003,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,51.4
E10000003,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,49.2
E06000056,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,42.4
E06000056,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,47.4
E06000056,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,44.8
E10000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.1
E10000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.3
E10000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,48.9
E10000015,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,51.1
E10000015,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,48.5
E10000015,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,53.9
E06000032,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,43.5
E06000032,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,40.8
E06000032,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,46.3
E10000020,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,45.3
E10000020,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,42.8
E10000020,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,47.8
E06000031,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,39.4
E06000031,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,45.4
E06000031,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,42.2
E06000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,50.4
E06000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,54.8
E06000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,52.4
E10000029,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,42.3
E10000029,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,47.6
E10000029,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,44.9
E06000034,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,41.5
E06000034,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,45.9
E06000034,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,43.6
E09000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,42.7
E09000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.7
E09000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,48.6
E09000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,49.2
E09000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,45.8
E09000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.3
E09000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,50.4
E09000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,57.1
E09000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,53.9
E09000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.9
E09000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.2
E09000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.9
E09000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,45.8
E09000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.2
E09000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.8
E09000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,53.1
E09000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,54.2
E09000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,53.6
E09000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,44.1
E09000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,41.3
E09000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.0
E09000023,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,40.4
E09000023,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.2
E09000023,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,43.7
E09000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,46.6
E09000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,51.0
E09000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,48.8
E09000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,49.5
E09000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.1
E09000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,51.7
E09000030,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,45.5
E09000030,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,48.1
E09000030,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.5
E09000032,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.1
E09000032,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,51.8
E09000032,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,49.4
E09000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,53.4
E09000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,49.4
E09000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,57.2
E09000002,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.5
E09000002,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.8
E09000002,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.4
E09000003,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,54.9
E09000003,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,59.4
E09000003,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,57.1
E09000004,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,49.6
E09000004,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,46.8
E09000004,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.5
E09000005,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.2
E09000005,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,53.2
E09000005,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.2
E09000006,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.8
E09000006,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.5
E09000006,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,54.0
E09000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,42.4
E09000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,48.5
E09000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,45.5
E09000009,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.9
E09000009,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.9
E09000009,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,54.1
E09000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.7
E09000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.5
E09000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.4
E09000011,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,45.3
E09000011,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,42.7
E09000011,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.8
E09000015,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.9
E09000015,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.2
E09000015,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,54.7
E09000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,46.0
E09000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,51.0
E09000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,48.5
E09000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.2
E09000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,51.5
E09000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,47.7
E09000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,49.3
E09000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,46.5
E09000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.2
E09000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,53.8
E09000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,59.7
E09000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,56.9
E09000024,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,51.1
E09000024,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,48.6
E09000024,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,53.7
E09000026,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,51.3
E09000026,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,56.9
E09000026,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,54.0
E09000027,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,54.1
E09000027,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,51.3
E09000027,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,56.9
E09000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,56.9
E09000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,60.4
E09000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,58.6
E09000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.2
E09000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,41.9
E09000031,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.6
E06000036,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.9
E06000036,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.0
E06000036,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.9
E06000043,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,47.6
E06000043,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,45.2
E06000043,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.3
E06000060,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,53.1
E06000060,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,57.2
E06000060,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,55.1
E10000011,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,43.0
E10000011,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,47.8
E10000011,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,45.3
E10000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,47.6
E10000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.9
E10000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.4
E06000046,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,41.8
E06000046,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,39.0
E06000046,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,44.8
E10000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.3
E10000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,47.3
E10000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.4
E06000035,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.6
E06000035,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.5
E06000035,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,48.6
E06000042,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,45.0
E06000042,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,42.3
E06000042,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.7
E10000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,47.4
E10000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,44.8
E10000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.1
E06000044,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_att8,40.8
E06000044,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_att8,37.5
E06000044,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_att8,44.3
E06000038,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,48.1
E06000038,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,53.2
E06000038,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.5
E06000039,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,53.4
E06000039,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,50.7
E06000039,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,56.0
E06000045,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,41.5
E06000045,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,46.6
E06000045,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,44.1
E10000030,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,48.0
E10000030,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.8
E10000030,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.3
E06000037,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,46.1
E06000037,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.3
E06000037,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,47.7
E10000032,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.9
E10000032,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,50.0
E10000032,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.9
E06000040,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.3
E06000040,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,53.3
E06000040,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.2
E06000041,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.9
E06000041,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,48.3
E06000041,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,53.7
E06000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,46.1
E06000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.1
E06000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,48.9
E06000058,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,50.0
E06000058,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,48.0
E06000058,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,52.0
E06000023,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,41.7
E06000023,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,47.8
E06000023,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,44.7
E06000052,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,43.0
E06000052,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,48.0
E06000052,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,45.4
E10000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,43.6
E10000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,49.3
E10000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,46.3
E06000059,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,46.4
E06000059,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,43.9
E06000059,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,49.1
E10000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,47.5
E10000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,51.7
E10000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,49.6
E06000053,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_att8,46.8
E06000053,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_att8,66.3
E06000053,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_att8,52.4
E06000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,43.7
E06000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,48.8
E06000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,46.1
E06000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,41.4
E06000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,46.0
E06000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_att8,43.7
E10000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_att8,42.1
E10000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_att8,47.8
