date,sheet,age,measure,value
Oct-Dec 2008,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Jan-Mar 2009,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Apr-Jun 2009,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Jul-Sep 2009,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,24.0
Oct-Dec 2009,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jan-Mar 2010,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Apr-Jun 2010,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Jul-Sep 2010,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Oct-Dec 2010,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jan-Mar 2011,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,20.0
Apr-Jun 2011,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Jul-Sep 2011,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,20.0
Oct-Dec 2011,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,25.0
Jan-Mar 2012,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Apr-Jun 2012,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Jul-Sep 2012,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Oct-Dec 2012,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jan-Mar 2013,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,16.0
Apr-Jun 2013,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Jul-Sep 2013,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,11.0
Oct-Dec 2013,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jan-Mar 2014,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,12.0
Apr-Jun 2014,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jul-Sep 2014,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Oct-Dec 2014,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Jan-Mar 2015,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Apr-Jun 2015,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,11.0
Jul-Sep 2015,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Oct-Dec 2015,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jan-Mar 2016,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Apr-Jun 2016,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Jul-Sep 2016,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Oct-Dec 2016,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jan-Mar 2017,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Apr-Jun 2017,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Jul-Sep 2017,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,25.0
Oct-Dec 2017,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jan-Mar 2018,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Apr-Jun 2018,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Jul-Sep 2018,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,12.0
Oct-Dec 2018,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Jan-Mar 2019,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Apr-Jun 2019,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Jul-Sep 2019,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,24.0
Oct-Dec 2019,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jan-Mar 2020,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Apr-Jun 2020,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jul-Sep 2020,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Oct-Dec 2020,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jan-Mar 2021,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Apr-Jun 2021,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jul-Sep 2021,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Oct-Dec 2021,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jan-Mar 2022,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,24.0
Apr-Jun 2022,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jul-Sep 2022,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Oct-Dec 2022,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Jan-Mar 2023,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Apr-Jun 2023,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,16.0
Jul-Sep 2023,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Oct-Dec 2023,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,30.0
Jan-Mar 2024,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,32.0
Apr-Jun 2024,Men - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Oct-Dec 2001,Men - SA,Aged 16-17,Total people in relevant population group,763.0
Jan-Mar 2002,Men - SA,Aged 16-17,Total people in relevant population group,766.0
Apr-Jun 2002,Men - SA,Aged 16-17,Total people in relevant population group,769.0
Jul-Sep 2002,Men - SA,Aged 16-17,Total people in relevant population group,769.0
Oct-Dec 2002,Men - SA,Aged 16-17,Total people in relevant population group,769.0
Jan-Mar 2003,Men - SA,Aged 16-17,Total people in relevant population group,768.0
Apr-Jun 2003,Men - SA,Aged 16-17,Total people in relevant population group,767.0
Jul-Sep 2003,Men - SA,Aged 16-17,Total people in relevant population group,768.0
Oct-Dec 2003,Men - SA,Aged 16-17,Total people in relevant population group,770.0
Jan-Mar 2004,Men - SA,Aged 16-17,Total people in relevant population group,772.0
Apr-Jun 2004,Men - SA,Aged 16-17,Total people in relevant population group,773.0
Jul-Sep 2004,Men - SA,Aged 16-17,Total people in relevant population group,775.0
Oct-Dec 2004,Men - SA,Aged 16-17,Total people in relevant population group,777.0
Jan-Mar 2005,Men - SA,Aged 16-17,Total people in relevant population group,779.0
Apr-Jun 2005,Men - SA,Aged 16-17,Total people in relevant population group,780.0
Jul-Sep 2005,Men - SA,Aged 16-17,Total people in relevant population group,782.0
Oct-Dec 2005,Men - SA,Aged 16-17,Total people in relevant population group,783.0
Jan-Mar 2006,Men - SA,Aged 16-17,Total people in relevant population group,785.0
Apr-Jun 2006,Men - SA,Aged 16-17,Total people in relevant population group,786.0
Jul-Sep 2006,Men - SA,Aged 16-17,Total people in relevant population group,790.0
Oct-Dec 2006,Men - SA,Aged 16-17,Total people in relevant population group,795.0
Jan-Mar 2007,Men - SA,Aged 16-17,Total people in relevant population group,799.0
Apr-Jun 2007,Men - SA,Aged 16-17,Total people in relevant population group,804.0
Jul-Sep 2007,Men - SA,Aged 16-17,Total people in relevant population group,805.0
Oct-Dec 2007,Men - SA,Aged 16-17,Total people in relevant population group,805.0
Jan-Mar 2008,Men - SA,Aged 16-17,Total people in relevant population group,806.0
Apr-Jun 2008,Men - SA,Aged 16-17,Total people in relevant population group,806.0
Jul-Sep 2008,Men - SA,Aged 16-17,Total people in relevant population group,803.0
Oct-Dec 2008,Men - SA,Aged 16-17,Total people in relevant population group,800.0
Jan-Mar 2009,Men - SA,Aged 16-17,Total people in relevant population group,796.0
Apr-Jun 2009,Men - SA,Aged 16-17,Total people in relevant population group,793.0
Jul-Sep 2009,Men - SA,Aged 16-17,Total people in relevant population group,791.0
Oct-Dec 2009,Men - SA,Aged 16-17,Total people in relevant population group,791.0
Jan-Mar 2010,Men - SA,Aged 16-17,Total people in relevant population group,790.0
Apr-Jun 2010,Men - SA,Aged 16-17,Total people in relevant population group,789.0
Jul-Sep 2010,Men - SA,Aged 16-17,Total people in relevant population group,788.0
Oct-Dec 2010,Men - SA,Aged 16-17,Total people in relevant population group,787.0
Jan-Mar 2011,Men - SA,Aged 16-17,Total people in relevant population group,786.0
Apr-Jun 2011,Men - SA,Aged 16-17,Total people in relevant population group,785.0
Jul-Sep 2011,Men - SA,Aged 16-17,Total people in relevant population group,783.0
Oct-Dec 2011,Men - SA,Aged 16-17,Total people in relevant population group,780.0
Jan-Mar 2012,Men - SA,Aged 16-17,Total people in relevant population group,778.0
Apr-Jun 2012,Men - SA,Aged 16-17,Total people in relevant population group,776.0
Jul-Sep 2012,Men - SA,Aged 16-17,Total people in relevant population group,775.0
Oct-Dec 2012,Men - SA,Aged 16-17,Total people in relevant population group,776.0
Jan-Mar 2013,Men - SA,Aged 16-17,Total people in relevant population group,776.0
Apr-Jun 2013,Men - SA,Aged 16-17,Total people in relevant population group,777.0
Jul-Sep 2013,Men - SA,Aged 16-17,Total people in relevant population group,775.0
Oct-Dec 2013,Men - SA,Aged 16-17,Total people in relevant population group,773.0
Jan-Mar 2014,Men - SA,Aged 16-17,Total people in relevant population group,771.0
Apr-Jun 2014,Men - SA,Aged 16-17,Total people in relevant population group,769.0
Jul-Sep 2014,Men - SA,Aged 16-17,Total people in relevant population group,767.0
Oct-Dec 2014,Men - SA,Aged 16-17,Total people in relevant population group,765.0
Jan-Mar 2015,Men - SA,Aged 16-17,Total people in relevant population group,762.0
Apr-Jun 2015,Men - SA,Aged 16-17,Total people in relevant population group,759.0
Jul-Sep 2015,Men - SA,Aged 16-17,Total people in relevant population group,757.0
Oct-Dec 2015,Men - SA,Aged 16-17,Total people in relevant population group,754.0
Jan-Mar 2016,Men - SA,Aged 16-17,Total people in relevant population group,752.0
Apr-Jun 2016,Men - SA,Aged 16-17,Total people in relevant population group,749.0
Jul-Sep 2016,Men - SA,Aged 16-17,Total people in relevant population group,746.0
Oct-Dec 2016,Men - SA,Aged 16-17,Total people in relevant population group,741.0
Jan-Mar 2017,Men - SA,Aged 16-17,Total people in relevant population group,737.0
Apr-Jun 2017,Men - SA,Aged 16-17,Total people in relevant population group,732.0
Jul-Sep 2017,Men - SA,Aged 16-17,Total people in relevant population group,728.0
Oct-Dec 2017,Men - SA,Aged 16-17,Total people in relevant population group,723.0
Jan-Mar 2018,Men - SA,Aged 16-17,Total people in relevant population group,719.0
Apr-Jun 2018,Men - SA,Aged 16-17,Total people in relevant population group,715.0
Jul-Sep 2018,Men - SA,Aged 16-17,Total people in relevant population group,713.0
Oct-Dec 2018,Men - SA,Aged 16-17,Total people in relevant population group,713.0
Jan-Mar 2019,Men - SA,Aged 16-17,Total people in relevant population group,713.0
Apr-Jun 2019,Men - SA,Aged 16-17,Total people in relevant population group,713.0
Jul-Sep 2019,Men - SA,Aged 16-17,Total people in relevant population group,716.0
Oct-Dec 2019,Men - SA,Aged 16-17,Total people in relevant population group,721.0
Jan-Mar 2020,Men - SA,Aged 16-17,Total people in relevant population group,725.0
Apr-Jun 2020,Men - SA,Aged 16-17,Total people in relevant population group,728.0
Jul-Sep 2020,Men - SA,Aged 16-17,Total people in relevant population group,734.0
Oct-Dec 2020,Men - SA,Aged 16-17,Total people in relevant population group,738.0
Jan-Mar 2021,Men - SA,Aged 16-17,Total people in relevant population group,742.0
Apr-Jun 2021,Men - SA,Aged 16-17,Total people in relevant population group,746.0
Jul-Sep 2021,Men - SA,Aged 16-17,Total people in relevant population group,749.0
Oct-Dec 2021,Men - SA,Aged 16-17,Total people in relevant population group,749.0
Jan-Mar 2022,Men - SA,Aged 16-17,Total people in relevant population group,750.0
Apr-Jun 2022,Men - SA,Aged 16-17,Total people in relevant population group,750.0
Jul-Sep 2022,Men - SA,Aged 16-17,Total people in relevant population group,781.0
Oct-Dec 2022,Men - SA,Aged 16-17,Total people in relevant population group,788.0
Jan-Mar 2023,Men - SA,Aged 16-17,Total people in relevant population group,795.0
Apr-Jun 2023,Men - SA,Aged 16-17,Total people in relevant population group,802.0
Jul-Sep 2023,Men - SA,Aged 16-17,Total people in relevant population group,808.0
Oct-Dec 2023,Men - SA,Aged 16-17,Total people in relevant population group,815.0
Jan-Mar 2024,Men - SA,Aged 16-17,Total people in relevant population group,821.0
Apr-Jun 2024,Men - SA,Aged 16-17,Total people in relevant population group,828.0
Oct-Dec 2001,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.398679592408051
Jan-Mar 2002,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.196726941787963
Apr-Jun 2002,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.827910949563114
Jul-Sep 2002,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.78262406219878
Oct-Dec 2002,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.677778773671577
Jan-Mar 2003,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,11.153118855813531
Apr-Jun 2003,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.63313282229703
Jul-Sep 2003,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,10.229778393285343
Oct-Dec 2003,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.536593742010771
Jan-Mar 2004,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.795811892968047
Apr-Jun 2004,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.873282994985484
Jul-Sep 2004,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.211050506076775
Oct-Dec 2004,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.299205988037365
Jan-Mar 2005,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.300893771216732
Apr-Jun 2005,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.817440965037095
Jul-Sep 2005,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,11.124577897772625
Oct-Dec 2005,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,11.350313882178
Jan-Mar 2006,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,10.496943715051108
Apr-Jun 2006,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,10.497844145097984
Jul-Sep 2006,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,10.22526830191869
Oct-Dec 2006,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.661183259540401
Jan-Mar 2007,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.29074728707561
Apr-Jun 2007,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.141674544211087
Jul-Sep 2007,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.100100219133271
Oct-Dec 2007,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.520437404558892
Jan-Mar 2008,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.918679328768964
Apr-Jun 2008,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.275840473866205
Jul-Sep 2008,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.913666903276434
Oct-Dec 2008,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.783603375875287
Jan-Mar 2009,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.890114760781075
Apr-Jun 2009,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.802503437549564
Jul-Sep 2009,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.514741222744677
Oct-Dec 2009,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.675657217682632
Jan-Mar 2010,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.8352558354830615
Apr-Jun 2010,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.897124965881418
Jul-Sep 2010,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.603225996409752
Oct-Dec 2010,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.004055064052776
Jan-Mar 2011,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.95224482708447
Apr-Jun 2011,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.476660012721205
Jul-Sep 2011,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.188127973764232
Oct-Dec 2011,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.5701646184419245
Jan-Mar 2012,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.848713919848387
Apr-Jun 2012,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.446771780453557
Jul-Sep 2012,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.0887348709366425
Oct-Dec 2012,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.36943016545621
Jan-Mar 2013,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.71552985759175
Apr-Jun 2013,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.884978773411258
Jul-Sep 2013,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.447600932594858
Oct-Dec 2013,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.189745357166922
Jan-Mar 2014,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.8907094255298045
Apr-Jun 2014,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.358877978948297
Jul-Sep 2014,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.7259363214458165
Oct-Dec 2014,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.8360270241838834
Jan-Mar 2015,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.005792892275051
Apr-Jun 2015,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.653680930726137
Jul-Sep 2015,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.046782387278397
Oct-Dec 2015,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.151992490917533
Jan-Mar 2016,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.79898443736636
Apr-Jun 2016,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.425218621244407
Jul-Sep 2016,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.48184284954368
Oct-Dec 2016,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.807716933289876
Jan-Mar 2017,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.1839514336920045
Apr-Jun 2017,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.348852655293167
Jul-Sep 2017,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.430762841576785
Oct-Dec 2017,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.634050036083816
Jan-Mar 2018,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.946257819789794
Apr-Jun 2018,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.930683567747909
Jul-Sep 2018,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,2.923860984177717
Oct-Dec 2018,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.720100048554269
Jan-Mar 2019,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.509327527745061
Apr-Jun 2019,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.6376560599069
Jul-Sep 2019,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.1766514628938545
Oct-Dec 2019,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.70558522644609
Jan-Mar 2020,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.34401757447953
Apr-Jun 2020,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.748252597283567
Jul-Sep 2020,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.828510836617139
Oct-Dec 2020,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.7574176279571416
Jan-Mar 2021,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.092114192118321
Apr-Jun 2021,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.5950838746950984
Jul-Sep 2021,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.3474670424133364
Oct-Dec 2021,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.9016869063973503
Jan-Mar 2022,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.219224869112409
Apr-Jun 2022,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.1655058311997335
Jul-Sep 2022,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.6681834056688136
Oct-Dec 2022,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.275176793598885
Jan-Mar 2023,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.6125793697326762
Apr-Jun 2023,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.3161631797637217
Jul-Sep 2023,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.056744524732746
Oct-Dec 2023,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.583361559876347
Jan-Mar 2024,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.812372653097182
Apr-Jun 2024,Men - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.395996076330573
Oct-Dec 2001,Men - SA,Aged 18-24,Young people who were NEET_Total,277.0
Jan-Mar 2002,Men - SA,Aged 18-24,Young people who were NEET_Total,295.0
Apr-Jun 2002,Men - SA,Aged 18-24,Young people who were NEET_Total,304.0
Jul-Sep 2002,Men - SA,Aged 18-24,Young people who were NEET_Total,298.0
Oct-Dec 2002,Men - SA,Aged 18-24,Young people who were NEET_Total,270.0
Jan-Mar 2003,Men - SA,Aged 18-24,Young people who were NEET_Total,290.0
Apr-Jun 2003,Men - SA,Aged 18-24,Young people who were NEET_Total,282.0
Jul-Sep 2003,Men - SA,Aged 18-24,Young people who were NEET_Total,280.0
Oct-Dec 2003,Men - SA,Aged 18-24,Young people who were NEET_Total,273.0
Jan-Mar 2004,Men - SA,Aged 18-24,Young people who were NEET_Total,279.0
Apr-Jun 2004,Men - SA,Aged 18-24,Young people who were NEET_Total,285.0
Jul-Sep 2004,Men - SA,Aged 18-24,Young people who were NEET_Total,301.0
Oct-Dec 2004,Men - SA,Aged 18-24,Young people who were NEET_Total,320.0
Jan-Mar 2005,Men - SA,Aged 18-24,Young people who were NEET_Total,313.0
Apr-Jun 2005,Men - SA,Aged 18-24,Young people who were NEET_Total,322.0
Jul-Sep 2005,Men - SA,Aged 18-24,Young people who were NEET_Total,322.0
Oct-Dec 2005,Men - SA,Aged 18-24,Young people who were NEET_Total,354.0
Jan-Mar 2006,Men - SA,Aged 18-24,Young people who were NEET_Total,342.0
Apr-Jun 2006,Men - SA,Aged 18-24,Young people who were NEET_Total,379.0
Jul-Sep 2006,Men - SA,Aged 18-24,Young people who were NEET_Total,348.0
Oct-Dec 2006,Men - SA,Aged 18-24,Young people who were NEET_Total,349.0
Jan-Mar 2007,Men - SA,Aged 18-24,Young people who were NEET_Total,361.0
Apr-Jun 2007,Men - SA,Aged 18-24,Young people who were NEET_Total,365.0
Jul-Sep 2007,Men - SA,Aged 18-24,Young people who were NEET_Total,352.0
Oct-Dec 2007,Men - SA,Aged 18-24,Young people who were NEET_Total,331.0
Jan-Mar 2008,Men - SA,Aged 18-24,Young people who were NEET_Total,342.0
Apr-Jun 2008,Men - SA,Aged 18-24,Young people who were NEET_Total,353.0
Jul-Sep 2008,Men - SA,Aged 18-24,Young people who were NEET_Total,388.0
Oct-Dec 2008,Men - SA,Aged 18-24,Young people who were NEET_Total,381.0
Jan-Mar 2009,Men - SA,Aged 18-24,Young people who were NEET_Total,436.0
Apr-Jun 2009,Men - SA,Aged 18-24,Young people who were NEET_Total,456.0
Jul-Sep 2009,Men - SA,Aged 18-24,Young people who were NEET_Total,458.0
Oct-Dec 2009,Men - SA,Aged 18-24,Young people who were NEET_Total,427.0
Jan-Mar 2010,Men - SA,Aged 18-24,Young people who were NEET_Total,454.0
Apr-Jun 2010,Men - SA,Aged 18-24,Young people who were NEET_Total,430.0
Jul-Sep 2010,Men - SA,Aged 18-24,Young people who were NEET_Total,444.0
Oct-Dec 2010,Men - SA,Aged 18-24,Young people who were NEET_Total,488.0
Jan-Mar 2011,Men - SA,Aged 18-24,Young people who were NEET_Total,473.0
Apr-Jun 2011,Men - SA,Aged 18-24,Young people who were NEET_Total,477.0
Jul-Sep 2011,Men - SA,Aged 18-24,Young people who were NEET_Total,525.0
Oct-Dec 2011,Men - SA,Aged 18-24,Young people who were NEET_Total,524.0
Jan-Mar 2012,Men - SA,Aged 18-24,Young people who were NEET_Total,517.0
Apr-Jun 2012,Men - SA,Aged 18-24,Young people who were NEET_Total,513.0
Jul-Sep 2012,Men - SA,Aged 18-24,Young people who were NEET_Total,470.0
Oct-Dec 2012,Men - SA,Aged 18-24,Young people who were NEET_Total,463.0
Jan-Mar 2013,Men - SA,Aged 18-24,Young people who were NEET_Total,459.0
Apr-Jun 2013,Men - SA,Aged 18-24,Young people who were NEET_Total,465.0
Jul-Sep 2013,Men - SA,Aged 18-24,Young people who were NEET_Total,482.0
Oct-Dec 2013,Men - SA,Aged 18-24,Young people who were NEET_Total,463.0
Jan-Mar 2014,Men - SA,Aged 18-24,Young people who were NEET_Total,429.0
Apr-Jun 2014,Men - SA,Aged 18-24,Young people who were NEET_Total,425.0
Jul-Sep 2014,Men - SA,Aged 18-24,Young people who were NEET_Total,419.0
Oct-Dec 2014,Men - SA,Aged 18-24,Young people who were NEET_Total,391.0
Jan-Mar 2015,Men - SA,Aged 18-24,Young people who were NEET_Total,389.0
Apr-Jun 2015,Men - SA,Aged 18-24,Young people who were NEET_Total,395.0
Jul-Sep 2015,Men - SA,Aged 18-24,Young people who were NEET_Total,365.0
Oct-Dec 2015,Men - SA,Aged 18-24,Young people who were NEET_Total,364.0
Jan-Mar 2016,Men - SA,Aged 18-24,Young people who were NEET_Total,371.0
Apr-Jun 2016,Men - SA,Aged 18-24,Young people who were NEET_Total,377.0
Jul-Sep 2016,Men - SA,Aged 18-24,Young people who were NEET_Total,399.0
Oct-Dec 2016,Men - SA,Aged 18-24,Young people who were NEET_Total,382.0
Jan-Mar 2017,Men - SA,Aged 18-24,Young people who were NEET_Total,363.0
Apr-Jun 2017,Men - SA,Aged 18-24,Young people who were NEET_Total,350.0
Jul-Sep 2017,Men - SA,Aged 18-24,Young people who were NEET_Total,382.0
Oct-Dec 2017,Men - SA,Aged 18-24,Young people who were NEET_Total,376.0
Jan-Mar 2018,Men - SA,Aged 18-24,Young people who were NEET_Total,363.0
Apr-Jun 2018,Men - SA,Aged 18-24,Young people who were NEET_Total,354.0
